Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
220,1.0,0.7057,"content, file, document, media, hash, ID, ledger, metadata, software, container",content validation device identifying measure action provider confidence instructions access
221,1.0,0.8284,"content, file, document, media, hash, ID, ledger, metadata, software, container",version document repository response difference tamperevident request storage service ledger
222,2.0,0.627,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",task criteria output source triggering response executing database instructions node
223,6.0,0.9276,"entity, record, event, database, profile, item, records, ledger, response, trust",behavior profile interactions medium handling repository monitoring node key storage
224,10.0,0.7457,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",events portion control invention networks access portions network event aspects
225,8.0,0.4284,"contract, communication, processor, module, devices, memory, interface, IoT, function, component",network controller graph requests changes receiving input causing modifying interface
226,0.0,0.5356,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",tree seed signature hash authority subordinate node keys root key
227,1.0,0.4709,"content, file, document, media, hash, ID, ledger, metadata, software, container",network change audit nodes log document node recording investigations auditing
228,2.0,0.6231,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",vehicle marketing vehicles sales dealers platform transactions auction generation herein
229,10.0,0.9312,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",devices device control need party parties invention protection flow communications
